Anime Title,Date of Release,Score,Member,Producer,Genre,Number of Episodes,Sources,Format,Licensor,Format0,Genre0,Genre1,Genre2,Genre3,Genre4,Genre Count,Licensor0,Licensor1,Licensor2
Berserk,"Jul 1, 2016, 22:30 (JST)",6.34,270438,GEMBA,"Action,Adventure,Demons,Drama,Fantasy,Horror,Military,Romance,Seinen,Supernatural",12 eps,Manga,"      TV -                        Jul 1, 2016, 22:30 (JST)              ","Crunchyroll,Funimation,",      TV ,Action,Adventure,Demons,Drama,Fantasy,10,Crunchyroll,Funimation,
K: Return of Kings,"Oct 3, 2015, 01:55 (JST)",7.61,269675,GoHands,"Action,Super Power,Supernatural",13 eps,Original,"      TV -                        Oct 3, 2015, 01:55 (JST)              ","VIZ Media,",      TV ,Action,Super Power,Supernatural,,,3,VIZ Media,,
Code:Breaker,"Oct 7, 2012",6.78,269305,Kinema Citrus,"Action,Comedy,Super Power,Supernatural,School,Shounen",13 eps,Manga,"      TV -                        Oct 7, 2012              ","Funimation,",      TV ,Action,Comedy,Super Power,Supernatural,School,6,Funimation,,
Devil May Cry,"Jun 14, 2007, 23:00 (JST)",6.97,267390,Madhouse,"Action,Demons,Fantasy",12 eps,Game,"      TV -                        Jun 14, 2007, 23:00 (JST)              ","ADV Films,Funimation,",      TV ,Action,Demons,Fantasy,,,3,ADV Films,Funimation,
Noragami OVA,"Feb 17, 2014",7.75,265880,Bones,"Action,Adventure,Comedy,Supernatural,Shounen",2 eps,Manga,"      OVA -                        Feb 17, 2014              ",,      OVA ,Action,Adventure,Comedy,Supernatural,Shounen,5,,,
Full Metal Panic? Fumoffu,"Aug 26, 2003",8.06,260551,Kyoto Animation,"Action,Comedy,School",12 eps,Light novel,"      TV -                        Aug 26, 2003              ","ADV Films,Funimation,",      TV ,Action,Comedy,School,,,3,ADV Films,Funimation,
Dimension W,"Jan 10, 2016, 22:30 (JST)",7.21,259595,Orange,"Action,Sci-Fi,Seinen",12 eps,Manga,"      TV -                        Jan 10, 2016, 22:30 (JST)              ","Funimation,",      TV ,Action,Sci-Fi,Seinen,,,3,Funimation,,
C: The Money of Soul and Possibility Control,"Apr 15, 2011, 00:45 (JST)",7.23,256820,Tatsunoko Production,"Action,Mystery,Super Power,Thriller",11 eps,Original,"      TV -                        Apr 15, 2011, 00:45 (JST)              ","Funimation,",      TV ,Action,Mystery,Super Power,Thriller,,4,Funimation,,
Nejimaki Seirei Senki: Tenkyou no Alderamin,"Jul 9, 2016, 01:05 (JST)",7.71,256535,Madhouse,"Action,Adventure,Fantasy,Military",13 eps,Light novel,"      TV -                        Jul 9, 2016, 01:05 (JST)              ","Crunchyroll,Funimation,",      TV ,Action,Adventure,Fantasy,Military,,4,Crunchyroll,Funimation,
Sword Art Online: Extra Edition,"Dec 31, 2013",6.58,255383,A-1 Pictures,"Action,Adventure,Fantasy,Game,Romance",1 ep,Light novel,"      Special -                        Dec 31, 2013              ","Aniplex of America,",      Special ,Action,Adventure,Fantasy,Game,Romance,5,Aniplex of America,,
Akudama Drive,"Oct 8, 2020, 21:30 (JST)",7.69,253288,Studio Pierrot,"Action,Sci-Fi",12 eps,Original,"      TV -                        Oct 8, 2020, 21:30 (JST)              ","Funimation,",      TV ,Action,Sci-Fi,,,,2,Funimation,,
Witch Craft Works,"Jan 5, 2014",7.04,253025,J.C.Staff,"Action,Supernatural,Magic,Fantasy,Seinen",12 eps,Manga,"      TV -                        Jan 5, 2014              ",,      TV ,Action,Supernatural,Magic,Fantasy,Seinen,5,,,
Densetsu no Yuusha no Densetsu,"Jul 2, 2010",7.58,252808,Zexcs,"Action,Adventure,Magic,Fantasy,Shounen",24 eps,Light novel,"      TV -                        Jul 2, 2010              ","Funimation,",      TV ,Action,Adventure,Magic,Fantasy,Shounen,5,Funimation,,
One Punch Man: Road to Hero,"Dec 4, 2015",7.72,251888,Madhouse,"Action,Sci-Fi,Comedy,Parody,Super Power,Supernatural",1 ep,Web manga,"      OVA -                        Dec 4, 2015              ",,      OVA ,Action,Sci-Fi,Comedy,Parody,Super Power,6,,,
B: The Beginning,"Mar 2, 2018",7.29,251725,Production I.G,"Action,Mystery,Police,Psychological,Supernatural,Thriller",12 eps,Original,"      ONA -                        Mar 2, 2018              ",,      ONA ,Action,Mystery,Police,Psychological,Supernatural,6,,,
Shijou Saikyou no Deshi Kenichi,"Oct 7, 2006",8.1,251361,TMS Entertainment,"Action,Comedy,Martial Arts,School,Shounen",50 eps,Manga,"      TV -                        Oct 7, 2006              ","Discotek Media,Funimation,",      TV ,Action,Comedy,Martial Arts,School,Shounen,5,Discotek Media,Funimation,
Fate/stay night: Unlimited Blade Works Prologue,"Oct 5, 2014",8.09,251132,ufotable,"Action,Fantasy,Magic,Supernatural",1 ep,Visual novel,"      Special -                        Oct 5, 2014              ","Aniplex of America,",      Special ,Action,Fantasy,Magic,Supernatural,,4,Aniplex of America,,
Taimadou Gakuen 35 Shiken Shoutai,"Oct 8, 2015, 01:05 (JST)",6.88,250979,SILVER LINK.,"Action,Ecchi,Fantasy,Harem,Military,Romance,Supernatural",12 eps,Light novel,"      TV -                        Oct 8, 2015, 01:05 (JST)              ","Discotek Media,",      TV ,Action,Ecchi,Fantasy,Harem,Military,7,Discotek Media,,
Tokyo Revengers,"Apr 11, 2021, 02:08 (JST)",8.05,250799,LIDENFILMS,"Action,Drama,School,Shounen,Supernatural",? eps,Manga,"      TV -                        Apr 11, 2021, 02:08 (JST)              ",,      TV ,Action,Drama,School,Shounen,Supernatural,5,,,
Nanbaka,"Oct 5, 2016, 03:00 (JST)",7.33,250629,Satelight,"Action,Comedy,Drama",13 eps,Web manga,"      TV -                        Oct 5, 2016, 03:00 (JST)              ","Funimation,",      TV ,Action,Comedy,Drama,,,3,Funimation,,
Plunderer,"Jan 9, 2020, 01:05 (JST)",6.52,248987,GEEK TOYS,"Action,Ecchi,Fantasy,Shounen",24 eps,Manga,"      TV -                        Jan 9, 2020, 01:05 (JST)              ","Funimation,",      TV ,Action,Ecchi,Fantasy,Shounen,,4,Funimation,,
Initial D First Stage,"Apr 19, 1998, 00:00 (JST)",8.28,248547,Gallop,"Action,Cars,Drama,Seinen,Sports",26 eps,Manga,"      TV -                        Apr 19, 1998, 00:00 (JST)              ","Funimation,Tokyopop,",      TV ,Action,Cars,Drama,Seinen,Sports,5,Funimation,Tokyopop,
Seiken Tsukai no World Break,"Jan 12, 2015, 01:05 (JST)",6.87,247489,Diomedéa,"Action,Fantasy,Harem,Romance,School,Supernatural",12 eps,Light novel,"      TV -                        Jan 12, 2015, 01:05 (JST)              ","Funimation,",      TV ,Action,Fantasy,Harem,Romance,School,6,Funimation,,
Kishuku Gakkou no Juliet,"Oct 6, 2018, 01:25 (JST)",7.46,243364,LIDENFILMS,"Action,Comedy,Romance,School,Shounen",12 eps,Manga,"      TV -                        Oct 6, 2018, 01:25 (JST)              ",,      TV ,Action,Comedy,Romance,School,Shounen,5,,,
Kämpfer,"Oct 2, 2009",6.43,243343,Nomad,"Action,Comedy,Ecchi,Romance,School,Shoujo Ai,Super Power",12 eps,Light novel,"      TV -                        Oct 2, 2009              ","Sentai Filmworks,",      TV ,Action,Comedy,Ecchi,Romance,School,7,Sentai Filmworks,,
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Jul 14, 2016, 23:30 (JST)",7.46,243217,Lerche,"Action,Mystery,Horror,Psychological,School",11 eps,Game,"      TV -                        Jul 14, 2016, 23:30 (JST)              ","Funimation,",      TV ,Action,Mystery,Horror,Psychological,School,5,Funimation,,
Golden Kamuy,"Apr 9, 2018, 23:00 (JST)",7.84,243052,Geno Studio,"Action,Adventure,Historical,Seinen",12 eps,Manga,"      TV -                        Apr 9, 2018, 23:00 (JST)              ","Funimation,",      TV ,Action,Adventure,Historical,Seinen,,4,Funimation,,
BNA,"Apr 9, 2020",7.42,242432,Trigger,"Action,Super Power,Fantasy",12 eps,Original,"      ONA -                        Apr 9, 2020              ",,      ONA ,Action,Super Power,Fantasy,,,3,,,
Naruto: Shippuuden Movie 6 - Road to Ninja,"Jul 28, 2012",7.66,242075,Studio Pierrot,"Action,Adventure,Super Power,Martial Arts,Shounen",1 ep,Manga,"      Movie -                        Jul 28, 2012              ","VIZ Media,",      Movie ,Action,Adventure,Super Power,Martial Arts,Shounen,5,VIZ Media,,
One Punch Man Specials,"Dec 24, 2015",7.72,238574,Madhouse,"Action,Sci-Fi,Comedy,Parody,Super Power,Supernatural",6 eps,Web manga,"      Special -                        Dec 24, 2015              ","VIZ Media,",      Special ,Action,Sci-Fi,Comedy,Parody,Super Power,6,VIZ Media,,
Ajin 2nd Season,"Oct 8, 2016, 02:25 (JST)",7.65,237913,Polygon Pictures,"Action,Horror,Mystery,Seinen,Supernatural",13 eps,Manga,"      TV -                        Oct 8, 2016, 02:25 (JST)              ","Sentai Filmworks,",      TV ,Action,Horror,Mystery,Seinen,Supernatural,5,Sentai Filmworks,,
Girls & Panzer,"Oct 9, 2012, 01:00 (JST)",7.54,237371,Actas,"Action,Sports,Military,School",12 eps,Original,"      TV -                        Oct 9, 2012, 01:00 (JST)              ","Sentai Filmworks,",      TV ,Action,Sports,Military,School,,4,Sentai Filmworks,,
Kino no Tabi: The Beautiful World,"Apr 8, 2003, 18:30 (JST)",8.33,237280,A.C.G.T.,"Action,Adventure,Psychological,Slice of Life",13 eps,Light novel,"      TV -                        Apr 8, 2003, 18:30 (JST)              ","ADV Films,Sentai Filmworks,",      TV ,Action,Adventure,Psychological,Slice of Life,,4,ADV Films,Sentai Filmworks,
Gintama': Enchousen,"Oct 4, 2012, 18:00 (JST)",9.03,237232,Sunrise,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen",13 eps,Manga,"      TV -                        Oct 4, 2012, 18:00 (JST)              ",,      TV ,Action,Comedy,Historical,Parody,Samurai,7,,,
Angel Beats! Specials,"Dec 22, 2010",7.6,235859,P.A. Works,"Action,Comedy,School,Supernatural",2 eps,Original,"      Special -                        Dec 22, 2010              ","Sentai Filmworks,",      Special ,Action,Comedy,School,Supernatural,,4,Sentai Filmworks,,
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,"Feb 20, 1999",8.72,235017,Studio Deen,"Action,Historical,Drama,Romance,Martial Arts,Samurai,Shounen",4 eps,Manga,"      OVA -                        Feb 20, 1999              ","ADV Films,Aniplex of America,",      OVA ,Action,Historical,Drama,Romance,Martial Arts,7,ADV Films,Aniplex of America,
Juuni Taisen,"Oct 3, 2017, 23:30 (JST)",6.55,234011,Graphinica,Action,12 eps,Novel,"      TV -                        Oct 3, 2017, 23:30 (JST)              ","Funimation,",      TV ,Action,,,,,1,Funimation,,
Dragon Ball Super: Broly,"Dec 14, 2018",8.11,233102,Toei Animation,"Action,Adventure,Super Power,Martial Arts,Fantasy,Shounen",1 ep,Manga,"      Movie -                        Dec 14, 2018              ","Funimation,",      Movie ,Action,Adventure,Super Power,Martial Arts,Fantasy,6,Funimation,,
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,"Jan 12, 2019",8.59,233028,ufotable,"Action,Fantasy,Magic,Supernatural",1 ep,Visual novel,"      Movie -                        Jan 12, 2019              ","Aniplex of America,",      Movie ,Action,Fantasy,Magic,Supernatural,,4,Aniplex of America,,
Full Metal Panic! The Second Raid,"Jul 14, 2005, 00:00 (JST)",7.95,232321,Kyoto Animation,"Action,Military,Mecha",13 eps,Light novel,"      TV -                        Jul 14, 2005, 00:00 (JST)              ","ADV Films,Funimation,Kadokawa Pictures USA,",      TV ,Action,Military,Mecha,,,3,ADV Films,Funimation,Kadokawa Pictures USA
Code Geass: Fukkatsu no Lelouch,"Feb 9, 2019",7.95,231271,Sunrise,"Action,Military,Sci-Fi,Super Power,Drama,Mecha",1 ep,Original,"      Movie -                        Feb 9, 2019              ","Funimation,",      Movie ,Action,Military,Sci-Fi,Super Power,Drama,6,Funimation,,
Akuma no Riddle,"Apr 4, 2014",6.63,230328,Diomedéa,"Action,School,Shoujo Ai",12 eps,Manga,"      TV -                        Apr 4, 2014              ","Funimation,",      TV ,Action,School,Shoujo Ai,,,3,Funimation,,
Nurarihyon no Mago,"Jul 6, 2010, 01:44 (JST)",7.64,229858,Studio Deen,"Action,Demons,Shounen,Supernatural",24 eps,Manga,"      TV -                        Jul 6, 2010, 01:44 (JST)              ","VIZ Media,",      TV ,Action,Demons,Shounen,Supernatural,,4,VIZ Media,,
Bleach Movie 1: Memories of Nobody,"Dec 16, 2006",7.44,228347,Studio Pierrot,"Action,Adventure,Comedy,Super Power,Supernatural,Shounen",1 ep,Manga,"      Movie -                        Dec 16, 2006              ","VIZ Media,",      Movie ,Action,Adventure,Comedy,Super Power,Supernatural,6,VIZ Media,,
Maken-Ki!,"Oct 5, 2011",6.38,228217,AIC Spirits,"Action,Ecchi,Harem,Martial Arts,School,Super Power",12 eps,Manga,"      TV -                        Oct 5, 2011              ","Funimation,",      TV ,Action,Ecchi,Harem,Martial Arts,School,6,Funimation,,
Persona 4 the Animation,"Oct 7, 2011",7.51,227880,AIC ASTA,"Action,Sci-Fi,Adventure,Mystery,Super Power,Supernatural,School",25 eps,Game,"      TV -                        Oct 7, 2011              ","Sentai Filmworks,",      TV ,Action,Sci-Fi,Adventure,Mystery,Super Power,7,Sentai Filmworks,,
Taboo Tattoo,"Jul 5, 2016, 02:05 (JST)",5.77,227202,J.C.Staff,"Action,Mystery,Super Power,Supernatural,Martial Arts,Seinen",12 eps,Manga,"      TV -                        Jul 5, 2016, 02:05 (JST)              ","Crunchyroll,Funimation,",      TV ,Action,Mystery,Super Power,Supernatural,Martial Arts,6,Crunchyroll,Funimation,
Mahouka Koukou no Rettousei: Raihousha-hen,"Oct 4, 2020, 00:30 (JST)",7.28,226799,8bit,"Action,Sci-Fi,Supernatural,Magic,Romance,School",13 eps,Light novel,"      TV -                        Oct 4, 2020, 00:30 (JST)              ","Aniplex of America,",      TV ,Action,Sci-Fi,Supernatural,Magic,Romance,6,Aniplex of America,,
Grancrest Senki,"Jan 6, 2018, 00:00 (JST)",7.24,225867,A-1 Pictures,"Action,Drama,Fantasy,Romance",24 eps,Light novel,"      TV -                        Jan 6, 2018, 00:00 (JST)              ","Aniplex of America,",      TV ,Action,Drama,Fantasy,Romance,,4,Aniplex of America,,
Naruto: Shippuuden Movie 1,"Aug 4, 2007",7.29,225365,Studio Pierrot,"Action,Adventure,Comedy,Fantasy,Shounen",1 ep,Manga,"      Movie -                        Aug 4, 2007              ","VIZ Media,",      Movie ,Action,Adventure,Comedy,Fantasy,Shounen,5,VIZ Media,,
Darker than Black: Kuro no Keiyakusha Gaiden,"Jan 27, 2010",7.95,225311,Bones,"Action,Mystery,Sci-Fi,Super Power",4 eps,Original,"      Special -                        Jan 27, 2010              ","Funimation,",      Special ,Action,Mystery,Sci-Fi,Super Power,,4,Funimation,,
InuYasha: Kanketsu-hen,"Oct 4, 2009, 02:20 (JST)",8.21,224184,Sunrise,"Action,Adventure,Comedy,Historical,Demons,Supernatural,Magic,Romance,Fantasy,Shounen",26 eps,Manga,"      TV -                        Oct 4, 2009, 02:20 (JST)              ","VIZ Media,",      TV ,Action,Adventure,Comedy,Historical,Demons,10,VIZ Media,,
Ao no Exorcist Movie,"Dec 28, 2012",7.62,223725,A-1 Pictures,"Action,Demons,Fantasy,Shounen,Supernatural",1 ep,Manga,"      Movie -                        Dec 28, 2012              ","Aniplex of America,",      Movie ,Action,Demons,Fantasy,Shounen,Supernatural,5,Aniplex of America,,
Fate/kaleid liner Prisma☆Illya,"Jul 13, 2013, 01:30 (JST)",7.09,223491,SILVER LINK.,"Action,Comedy,Magic,Fantasy",10 eps,Manga,"      TV -                        Jul 13, 2013, 01:30 (JST)              ","Sentai Filmworks,",      TV ,Action,Comedy,Magic,Fantasy,,4,Sentai Filmworks,,
Deca-Dence,"Jul 8, 2020, 23:30 (JST)",7.45,221293,Nut,"Action,Sci-Fi,Adventure",12 eps,Original,"      TV -                        Jul 8, 2020, 23:30 (JST)              ","Funimation,",      TV ,Action,Sci-Fi,Adventure,,,3,Funimation,,
Black Lagoon: Roberta's Blood Trail,"Jun 27, 2010",8.04,220082,Madhouse,"Action,Seinen",5 eps,Manga,"      OVA -                        Jun 27, 2010              ","Funimation,",      OVA ,Action,Seinen,,,,2,Funimation,,
Psycho-Pass Movie,"Jan 9, 2015",7.73,220075,Production I.G,"Action,Military,Police,Sci-Fi",1 ep,Original,"      Movie -                        Jan 9, 2015              ","Funimation,",      Movie ,Action,Military,Police,Sci-Fi,,4,Funimation,,
SSSS.Gridman,"Oct 7, 2018, 00:00 (JST)",7.17,218981,Trigger,"Action,Sci-Fi,Mecha",12 eps,Original,"      TV -                        Oct 7, 2018, 00:00 (JST)              ","Funimation,",      TV ,Action,Sci-Fi,Mecha,,,3,Funimation,,
Gintama.,"Jan 9, 2017, 01:35 (JST)",8.98,218620,Bandai Namco Pictures,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen",12 eps,Manga,"      TV -                        Jan 9, 2017, 01:35 (JST)              ",,      TV ,Action,Comedy,Historical,Parody,Samurai,7,,,
Masou Gakuen HxH,"Jul 6, 2016, 00:30 (JST)",6.16,216542,Production IMS,"Action,Sci-Fi,Harem,Comedy,Romance,Ecchi,Fantasy,School",12 eps,Light novel,"      TV -                        Jul 6, 2016, 00:30 (JST)              ","Crunchyroll,Funimation,",      TV ,Action,Sci-Fi,Harem,Comedy,Romance,8,Crunchyroll,Funimation,
K: Missing Kings,"Jul 12, 2014",7.68,214911,GoHands,"Action,Super Power,Supernatural",1 ep,Original,"      Movie -                        Jul 12, 2014              ","VIZ Media,",      Movie ,Action,Super Power,Supernatural,,,3,VIZ Media,,
Kemono Jihen,"Jan 10, 2021, 22:00 (JST)",7.45,213668,Ajia-Do,"Action,Mystery,Demons,Supernatural,Shounen",12 eps,Manga,"      TV -                        Jan 10, 2021, 22:00 (JST)              ","Funimation,",      TV ,Action,Mystery,Demons,Supernatural,Shounen,5,Funimation,,
Servamp,"Jul 5, 2016, 23:00 (JST)",6.91,213081,Brain's Base,"Action,Comedy,Supernatural,Drama,Vampire,Josei",12 eps,Manga,"      TV -                        Jul 5, 2016, 23:00 (JST)              ","Funimation,",      TV ,Action,Comedy,Supernatural,Drama,Vampire,6,Funimation,,
Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito,"Aug 18, 2018",7.19,212517,A-1 Pictures,"Action,Adventure,Supernatural,Magic,Fantasy,Shounen",1 ep,Manga,"      Movie -                        Aug 18, 2018              ",,      Movie ,Action,Adventure,Supernatural,Magic,Fantasy,6,,,
11eyes,"Oct 7, 2009, 01:00 (JST)",6.14,211639,Doga Kobo,"Action,Ecchi,Super Power,Supernatural",12 eps,Visual novel,"      TV -                        Oct 7, 2009, 01:00 (JST)              ","Sentai Filmworks,",      TV ,Action,Ecchi,Super Power,Supernatural,,4,Sentai Filmworks,,
Nanatsu no Taizai: Fundo no Shinpan,"Jan 13, 2021, 17:55 (JST)",6.7,211155,Studio Deen,"Action,Adventure,Supernatural,Magic,Fantasy,Shounen",24 eps,Manga,"      TV -                        Jan 13, 2021, 17:55 (JST)              ",,      TV ,Action,Adventure,Supernatural,Magic,Fantasy,6,,,
Mahou Sensou,"Jan 10, 2014",6.01,210801,Madhouse,"Action,Fantasy,Magic",12 eps,Light novel,"      TV -                        Jan 10, 2014              ","Sentai Filmworks,",      TV ,Action,Fantasy,Magic,,,3,Sentai Filmworks,,
Shakugan no Shana III (Final),"Oct 8, 2011, 01:30 (JST)",7.54,210169,J.C.Staff,"Action,Supernatural,Drama,Romance,Fantasy",24 eps,Light novel,"      TV -                        Oct 8, 2011, 01:30 (JST)              ","Funimation,",      TV ,Action,Supernatural,Drama,Romance,Fantasy,5,Funimation,,
Medaka Box,"Apr 5, 2012, 01:50 (JST)",7.06,210010,Asahi Production,"Action,Comedy,Ecchi,Martial Arts,School,Shounen,Super Power",12 eps,Manga,"      TV -                        Apr 5, 2012, 01:50 (JST)              ","Sentai Filmworks,",      TV ,Action,Comedy,Ecchi,Martial Arts,School,7,Sentai Filmworks,,
